year,title,keyword,abstract,가능,개발,결과,관련,기반,기술,기존,논문,대상,목적,발생,방법,변화,분석,사용,산업,시스템,연구,영향,이용,자동차,자율,적용,제시,제안,주행,중요,증가,진행,차량,최근,특성,필요,확인,환경,활용,효과
2019,SysML을 이용한 STPA 기반의 위험원 분석 프로세스 = Hazard Analysis Process Based on STPA Using SysML,"Hazard Analysis,Process,STPA,SysML,Safety Requirement,위험원 분석,STPA,SysML,안전 요구사항","자동차, 원자력, 철도, 항공 등의 분야에서 발생하는 소프트웨어의 고장이나 사고는 바로 큰 재산 피해나 인명 피해로 연결될 수 있다. 이에 체계적이고도 효과적인 안전품질 관리의 필요성이 커지고 있으며, 최근 관련 산업 분야에서는 IEC 61508을 기반으로 안전 국제 표준이 제정되어 산업에 적용되고 있다. 국제 표준에서 명시하고 있는 안전 생명주기에 따르면 소프트웨어 안전성 품질을 확보하기 위해서는 개발 초기 단계에서 위험원 및 위험 분석(Hazard and risk analysis)을 통한 안전 요구사항을 개발하도록 권고하고 있다. 본 논문에서는 소프트웨어의 안전성 요구사항의 식별 및 정의를 위해 SysML을 활용한 STPA 기반의 위험원 분석 프로세스를 제안한다. 세부적으로는 SysML의 BDD과 IBD 다이어그램을 활용하여 기존 STPA 분석에서 활용되고 있는 제어구조도를 보다 명확하게 정의할 수 있도록 개선하였고, SD 다이어그램을 활용하여 안전 제약사항(요구사항)을 상세화할 수 있도록 하였다. 제안 방법의 적용 결과, STPA에서 누락되었던 위험원을 추가적으로 식별할 수 있었고, 위험원의 발생 시나리오도 상세하게 구체화할 수 있었다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,중?러 석유?가스 협력 강화요인과 장애요인: 중국의 국내적 요인을 중심으로 = The Promotion of Oil and Gas Cooperation between China and Russia: An Examination of Chinese Factors,"China,Russia,Domestic Factors,Oil,Natural Gas,LNG,Infrastructure,Supply,Storage,Economic Feasibility,Stability,중국,러시아,국내적 요인,천연가스,가스관,LNG,공급,저장,인프라,경제성,안정성","본고는 서방의 대 러시아 경제제재 이후 강화되고 있는 중국과 러시아의 원유, 가스 협력의 현황을 소개하고 양국의 협력을 강화하는 요인과장애 요소를 최근 부각되고 있는 중국의 국내적 요인을 중심으로 분석하였다. 중국 중앙정부의 금융 지원과 정치적 지지, 중국 내 자동차 증가와중국 석유화학 업체들의 생산량 증대, 중국의 석탄 대체에 따른 중국 내가스 수요의 증가는 러시아와의 원유, 가스 협력을 강화하는 요인으로 작용하고 있다. 중국의 러시아산 원유 수입은 2018년 1월 중?러 제2송유관의 개통으로 늘어나게 될 것이고 원유 수입선의 다변화와 중국 내 원유공급의 안정성 확보에 도움이 될 것이다. 그러나 중?러 동부 가스관과LNG선을 통한 러시아산 천연가스의 대 중국 수출량이 늘어나더라도 중국의 가스 공급, 저장 인프라의 구축이 선행되지 않으면 중국의 국내 천연가스 공급의 경제성과 안정성을 확보하기는 쉽지 않을 것이다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,자기누설검출법을 이용한 금속 표면결함 검출시스템 설계적정성 검토 = Design Investigation of Detecting System for Defect on the Surface of Metal Considering Relationship Between Design Parameter and Magnetic Distribution,"Nondestructive Inspection,Magnetic Flux Leakage,Finite Element Method,Electromagnetic-Structural Coupled Analysis,비파괴검사,자기누설탐상법,유한요소법,전자기-구조 연성해석","자기누설 탐상법은 금속재 내·외부에 존재하는 부식, 결함 또는 기계적 변형을 탐지하기 위한 비파괴검사 중 하나로 투자율이 큰 금속재에 자기장을 형성하고 결함이 있는 부분에 발생하는 누설 자속 신호를 홀센서로 검출하는 방식이 보편화되어 있다. 국내에서는 노후화된 강관 또는 배관의 결함 검출을 위한 장비개발에 중점 투자해왔으나, 최근 금속 구조물의 건전성 확보가 주요해지면서 철강, 에너지 플랜트, 자동차 부품 등 산업 전반에 걸쳐 자기누설 탐상기술 적용이 이루어지고 있는 상태다. 본 논문에서는 철강제품 중 하나인 후판의 표면결함 검출을 위해 개발한 회전식 검출시스템의 설계 타당성 검토를 수행하였다. 결함형상에 따른 자기누설변화 이해를 토대로, 자기센서 케이스 설계에 따른 누설 자기량 및 전자기력 변화와 회전식 전달부 진동특성의 두 가지 공학 문제에 대해 유한요소해석과 전자기-구조 연성 해석법을 이용하여 검출장비 설계 타당성 검토방안을 제안하였다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,섬유혼입률 및 섬유길이 변화에 따른 탄소섬유 보강시멘트 복합재료의 역학적 특성과 내충격성 검토 = Mechanical Properties and Impact Resistance Review of Carbon Fiber Reinforced Cement Composites with Different Fiber Contents and Fiber Lengths,"탄소섬유(CF),탄소섬유 보강시멘트 복합재료(CFRC),플로우 값,휨 강도,내충격성 시험,Carbon fiber(CF),Carbon fiber reinforced cement composites(CFRC),Flow value,Flexural strength,Impact resistance test","탄소섬유는 경량이면서 높은 기계적 특성 때문에 우주항공, 선박, 자동차, 토목 및 건축과 같은 산업분야에서 그 어느 때 보다 더 광범위하게 적용되고 있다. 본 연구는 섬유혼입률 및 섬유길이 변화에 따른 탄소섬유 보강시멘트 복합재료( CFRC)의 역학적 특성과 휨 거동을분석하였으며, 또한 자연 낙하시험에 의한 모르타르 시편에 대한 내충격성을 비교, 검토하였다. 더불어, 탄소섬유(CF)의 혼입률은 0.5%,1.0%, 2.0% 및 3.0%로 변화를 주었으며, 각각의 섬유길이는 6 mm와 12 mm를 사용 하였다. 실험결과, 플로우 값은 탄소섬유의 뭉침현상으로인해 유동성 측면에서 매우 불리하였으며, 단위용적질량은 다소 감소하였다. 특히, 압축강도는 탄소섬유 혼입량이 증가함에 따라 감소하는것으로 나타내었다. 반면 휨 강도는 섬유 길이가 12 mm이고 2% 혼입한 것이 가장 높은 휨 강도를 보였다. 내충격성 시험결과, 보통 모르타르시편은 완전파괴까지의 낙하횟수가 2∼3회 정도 걸리지만 반면 CFRC 시편은 섬유혼입량이 증가함에 따라 다소 차이가 있지만, 섬유길이가12 mm이고 섬유혼입량 2% 인 경우 충격에 대한 저항성이 가장 높았다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,도시·건축형태와 미기후의 관계에 대한 관찰 연구 = An Observation Study of the Relationship of between the Urban and Architectural Form and Microclimate,"도시설계,위계적 회귀분석,건축물 에너지소비량,도시형태,건축형태,미기후,Urban Design,Urban Form,Building Form,Microclimate,Portable AWS(Automatic Weather System)","본 연구는 도시형태 및 건축물 형태요소가 도시 내 미기후에 미치는 영향도출을 목적으로 한다. 본 연구에서는 도시 미기후에 영향을 미치는 미시적 물리환경 요소들로 도시공간형태와 도시공간조직, 건축물 형태와 건축물의 특성 등 요소를 중심으로 접근했다. 분석을 위해서 2017년 8월에 기상청에서 서울특별시 내에 설치한 23개의 AWS(Automatic Weather System) 설치 지점 중 6곳을 선정하였으며, 이들 지점의 주변에 대한 실측조사를 수행하였다. 공간의 범위는의 AWS 설치 지점으로부터 반경 500m으로 한정하여, 이 공간 범위 내 분포하고 있는 미시적 기후, 도시형태 요소 및 건축물 형태요소들을 조사하였다. 분석결과, 도시 내 가로의 방향, 건축물들의 폭, 건축물들의 깊이, 건축물들의 높이, 경사도, 대상지의 향, 주변의 도로 폭 및 도로 내 자동차 교통량 등은 대표적인 미기후인 풍속, 풍향, 일사량, 온도 등에 영향을 미치고 있었다. 본 연구의 결과는 도시열섬 저감 및 미기후를 고려한 도시관리 기법 개발을 통해 지속가능한 도시 조성 및 관리에 기여할 것으로 기대된다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,다른 화각을 가진 라이다와 칼라 영상 정보의 정합 및 깊이맵 생성 = Depthmap Generation with Registration of LIDAR and Color Images with Different Field-of-View,"LIDAR,Camera,Fusion,Registration,Depth,Depthmap","본 논문에서는 라이다(LIDAR) 센서와 일반 카메라 (RGB 센서)가 획득한 영상들을 정합하고, 일반 카메라가 획득한 컬러 영상에 해당하는 깊이맵을 생성하는 방법을 제시한다. 본 연구에서는 Slamtec사의 RPLIDAR A3 와 일반 디지털 카메라를 활용하고, 두 종류의 센서가 획득 및 제공하는 정보의 특징 및 형태는 서로 다르다. 라이다 센서가 제공하는 정보는 라이다부터 객체 또는 주변 물체들까지의 거리이고, 디지털 카메라가 제공하는 정보는 2차원 영상의 Red, Green, Blue 값이다. 두 개의 서로 다른 종류의 센서를 활용하여 정보를 정합할 경우 객체 검출 및 추적에서 더 좋은 성능을 보일 수 있는 가능성이 있고, 자율주행 자동차, 로봇 등 시각정보처리 기술이 필요한 영역에서 활용도가 높은 것으로 기대한다. 두 종류의 센서가 제공하는 정보들을 정합하기 위해서는 각 센서가 획득한 정보를 가공하고, 정합에 적합하도록 처리하는 과정이 필요하다. 본 논문에서는 두 센서가 획득하는 정보들을 정합한 결과를 제공할 수 있는 전처리 방법을 실험 결과와 함께 제시한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,일제강점기 부산 송도해수욕장에 관한 연구 = A Study on the Songdo Beach of Busan during Japanese Occupation,"Construction of SBB,Facilities of SBB,Various Events of SBB,Stories of SBB,Japanese Occupation","본 연구는 일제강점기 부산 송도해수욕장을 알아보기 위해 부산 송도해수욕장의 건설, 시설, 각종 행사, 각종 이야기들에초점을 맞추어 그 실태를 파악하고 한국 근대스포츠사에 어떤 의미가 있는지를 검토한 결과 다음과 같은 결론을 얻었다.
부산 송도해수욕장은 한국 최초의 해수욕장으로서 그 명승에 맞게 최적의 조건을 갖춘 곳이었다. 그리고 해수욕장으로서각종 시설을 완비해 각종 행사를 개최했다. 또한 배, 자동차, 버스 등의 교통이 준비되어 있어 부산뿐만 아니라 대구, 김천등 전국 각지에서 피서객이 찾아와 매년 대성황을 이룬 최고의 해수욕장이었다. 말 그대로 부산 송도해수욕장은 오늘날국내는 물론 외국의 어떤 곳과 비교해도 전혀 손색이 없는 해수욕장이었다. 비록 일본인에 의해 만들어졌으나 많은 사람들이 이용한 한국 최초이면서 최고의 여가시설이었다고 할 수 있겠다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,지방자치단체 세입예측 방법에 대한 연구: 제주특별자치도를 중심으로 = Study on the Forecasting of the Local Government’s Revenue: Focused on Jeju Special Self-Governing Province,"tax revenue,progress ration analysis,exponential smoothing,underestimate amount,세입에측,지수평활법,진도비분석,과소추계액","본 연구에서는 지방자치단체의 세입예측에 대한 분석을 실시하였다. 진도비 분석결과, 2016년을 기준으로 보면, 지방교육세 6%의 차이, 자동차세 1% 차이, 재산세 9% 차이, 등록면허세 1% 차이, 취득세 6% 차이로 나타났으며, 지역자원시설세 ?5%로 차이가 상대적으로 적게 나타났으며, 지방소득세 22% 차이, 담배소비세 20% 차이, 레저세 12% 차이, 지방소비세 ?19% 차이, 주민세 ?22%로 상대적으로 크게 나타났다. 지수평활법 분석결과는 취득세는 2%의 차이, 등록면허세는 5%의 차이, 주민세 5%의 차이, 재산세 7%의 차이, 자동차세 2%의 차이, 지방소비세 ?0.3%의 차이, 지역자원시설세 2%의 차이, 지방교육세 4%의 차이를 보이는 것으로 나타났다. 반면에 레저세 14%의 차이, 담배소비세 18%의 차이, 지방소득세 17%의 차이로 상대적으로 크게 나타났다. 현재에 사용하고 있는 분석방법과 본 연구에서 제시한 방법론을 같이 사용한다면 과소추계액의 차이는 감소시킬 수 있을 것이다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,정수계획법을 통한 다중작업 수행 단일기계에서의 작업순서 결정 = Integer Programming-based Operation Sequencing for Multi-operation on Single Machine,"Production plan,Scheduling,Operation sequencing,Integer programming,Wiring harness,생산계획,스케줄링,작업순서결정,정수계획법,와이어링 하네스","4차 산업혁명의 도래와 함께 제조 환경의 다품종화가 더욱 급격히 진행되고 있다. 다품종화된 생산 환경은 전반적인 생산계획 및 관리를 더욱 어렵게 하고 있으며, 효과적인 작업순서 결정을 통한생산 효율 제고의 필요성을 더욱 높이고 있다. 기본적으로 효과적인 작업순서는 설비의 셋업을 감소시키고 설비의 효율적 활용과 함께 셋업 시간 단축을 도모하여 궁극적으로는 생산성 향상에 기여할수 있다. 본 연구는 단일 기계가 다중 작업을 수행하는 상황에서의 효율적인 작업순서 결정 문제를다룬다. 이는 대부분의 기존 연구에서 다루고 있는 한 대의 기계에서 하나의 작업만을 수행하는 경우와 비교할 때 문제의 복잡성이 매우 높다. 본 연구에서는 특히 셋업 횟수를 최소화하기 위한 정수계획 모형을 제안한다. 이는 자동차 전장 구성품의 하나인 와이어링 하네스 제조 공정을 대상으로 주어진 생산주문을 처리하는 과정에 금형 교체횟수를 최소화하는 문제를 대상으로 한다. 또한 제안된 수리 모형의 유효성을 검증하기 위해 간단한 사례연구 결과를 함께 제시한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,보안공학 관점에서의 자동차 인포테인먼트 시스템 분석 = Analysis of Vehicle Infotainment System by Security Engineering,"Security engineering,Vehicle,Infotainment system,Threat Analysis,Security Requirements,보안공학,차량,인포테인먼트 시스템,위협 분석,보안 요구사항","차량이 스마트 기기와 연결되면서 폐쇄적이었던 기존 차량 환경에 비해 많이 사이버 공격 위협들이 존재하고 있으며, 이런 위협들은 운전자의 안전에 심각한 영향을 끼치게 된다. 자동차 인포테인먼트 시스템을 통해 차량 내부 네트워크에 접근할 수 있을 뿐 아니라 다른 환경과 연결 할 수 있기 때문에 자동차 인포테인먼트 시스템에 대한 높은 신뢰성 및 보안성에 대한 요구가 증가하고 있다. 이를 위해 본 논문에서는 보안위협모델링 방법을 적용하여 자동차 인포테인먼트 시스템의 위협 분석과 보안요구사항을 도출하고자 한다. 즉, 본 논문에서는 자동차 인포테인먼트 시스템을 대상으로 DFD (Data Flow Diagram), STRIDE, Attack Tree를 통해 객관적인 보안위협모델링을 수행하고 보안요구사항을 도출하는 과정에 대해 서술하고자 한다. 또한, 도출한 보안요구사항의 객관성을 위해 국제표준인 공통평가기준을 참고하였다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5G 네트워크 환경의 자동차 보안,,"5G 네트워크의 출현으로 다양한 분야의 새로운 도약이 기대되고 있으며, 특히 자동차 분야에서의 적용에 대한 기대가 크다. 자동차는 커넥티드카(connected car)를 넘어 스마트카(smart car)로의 진화를 이어가고 있으며, 이 과정에서 5G 네트워크의 기여가 클 것으로 기대된다. 본 연구에서는 5G 네트워크의 적용에 따른 자동차의 변화상과 이에 따른 자동차의 보안 문제를 살펴본다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,홀로그램을 적용 한 자동차 리어 램프 장치 개발,"Fresnel Hologram(프레넬 홀로그램),Hologram Diffuse Screen(홀로그램 디퓨즈 스크린),Car Rear Lamp(자동차 리어 램프),Hologram reconstruction system(홀로그램 재생 시스템),Hologram Image Fusion(홀로그램 영상 융합)","자율 주행이 가능하고 커넥티드 카의 개발과 내관, 외관의 디자인이 자동차 산업에서 주목받고 있다. 자동차에 스마트 기술이 접목되면서 옆에 있는 차의 움직임과 앞차와의 거리를 파악해 안정성과 편리성 기능이 향상되고 있다.
  본 연구에서는 홀로그래피 기술을 활용해 입체 이미지를 융합 한 새로운 방식의 리어 램프 장치를 개발하기 위해 시작되었다.
  본 연구의 목적은 홀로그램 영상을 적용시킨 리어램프 장치를 개발하여 기존의 리어 램프와 차별을 주고 자동차 산업에 홀로그래피 기술을 활용해 융합 산업으로 확장하는 것이다. 따라서 본 논문은 홀로그램 영상을 적용한 리어 램프 장치를 개발하기 위해 리어램프 장치의 외관을 디자인하고 투과타입의 프레넬 홀로그램(Fresnel Hologram)과 홀로그램 디퓨즈 스크린(Hologram Diffuse Screen)의 제작을 이행하였다.
  연구 결과 및 내용은 다음과 같다.
  첫째, 투과 타입의 프레넬 홀로그램은 재생되는 영상을 넓은 시역에서 관찰하기 위해 기록 할 때 물체광을 양방향에서 오브젝트에 조명해 제작했다.
  둘째, 홀로그램을 주행 정보를 표시하는 스크린으로 사용하기 위해 홀로그램 디퓨즈 스크린을 제작했다. 노광 방식은 1광속으로 기록해 제작 과정에서 효율을 높였다. 홀로그램 디퓨즈 스크린에서 높은 투과율과 확산하는 빛의 성질을 효과적으로 적용하기 위해 디퓨즈 플레이트를 사용해 제작했다. 홀로그램 디퓨즈 스크린에 주행 정보를 투영했을 때 선명하게 표시할 수 있어 리어 램프 장치와 융합해 활용 할 것으로 보인다.
  셋째, 리어 램프 장치의 외관 디자인은 현대적이며 도시적인 감각으로 심플하게 모던 한 스타일로 설계했다. 리어 램프 장치의 모델링은 주행등, 방향지시등, 후진등, 제동등과 함께 시인성을 고려하면서 홀로그램은 3개를 배치했다. 리어 램프 장치는 적색, 황색, 투명색의 아크릴과 포멕스를 사용해 제작했다. 아크릴 사이에 뼈대인 지지대 부분은 필라멘트를 사용해 3D프린트로 출력해 제작했다. 리어 램프 장치에 홀로그램 영상을 융합했을 때 운전자에 지장이 없게 설계했다. 프레넬 홀로그램 3개는 동시에 재생 되게 조명 광학계를 설계했다.
  이러한 연구 결과를 바탕으로 자동차 산업에 홀로그래피 기술을 접목시켜 활용할 수 있는 영역을 확장하면서 융합 산업으로 증진 효과를 낼 수 있을 것으로 기대한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,중소기업의 해외동반진출이 성과에 미치는 영향: 한국자동차 부품 산업을 중심으로 = Buyer-Followed Entry and Performance of Korean Automobile Parts Firms: Moderating Effects of Captive Relationship,"FDI,buyer-follwed entry,partnered entry,automobile part,captive relationship,중소기업,동반진출,자동차부품,해외직접투자,전속적 관계","본 연구에서는 한국 자동차 부품 업체를 대상으로 완성차 업체의 해외 동반진출과 성과 간의 관계에 대해 실증적으로 분석하고 이러한 관계가 전속적 거래 관계에 의해 어떻게 달라지는지를 설명하고자 한다. 2004년부터 2016년까지 105개 사의 패널 데이터를 구성하여 실증분석을 한 결과, 국내 자동차 부품회사의 해외직접투자에 있어서 완성차 업체와의 동반진출이 성과에 미치는 영향은 비동반진출보다 컸으며, 동반진출이 성과에 미치는 긍정적 영향은 그 횟수가 증가할수록 감소하였다. 이러한 결과는 자동차 부품 업체가 대기업과의 동반진출을 통해 초기 납품 물량을 안정적으로 보장받을 수 있을 뿐만 아니라 파트너가 보유한 네트워크를 통해 초기에는 빠르게 성장할 수 있지만, 동반 진출 횟수가 많아질수록 조직 복잡성으로 인한 조정 비용의 증가로 인해 이익의 폭이 줄어들 수 있음을 나타낸다. 마지막으로 동반 진출과 성과 간의 관계에서 완성차 업체에 대한 전속적 관계가 두 변수간 관계를 더 강화시키는 것으로 나타났다. 본 연구는 국내 자동차 부품기업들의 동반진출효과를 실증적으로 분석함에 따라 한국 자동차 산업 및 중소기업의 국제화 전략에 유용한 이론적, 실무적 시사점을 제시한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,조합주의 현상의 중국적 변용 고찰: 자동차 소비자 보호 정책을 중심으로 = A Study on the Variations in the Corporatism in China: the Policy Making Process of the Chinese Car Consumer Protection,"중국 정책 수립과정, 자동차 소비자 보호 정책, 국가-사회관계, 국가조합주의, 사회조합주의, China’s Policy Making Process, Car Consumer Protection Policy, State-Society Relations, State Corporatism, Societal Corporatism","2004년부터 2013년까지 계속된 중국의 자동차 소비자 보호 정책 수립과정에서 소비자, 제조업체, 판매 대리상, 수리업체 사이에 이익 표출과 이익집약이 반영되었다. 특히 중국소비자협회의 노력과 수정 안건 제시로 분산된 소비자들의 이익이 표출되는데 성공했다. 그리고 판매업체들은 중국 자동차 유통협회를 통해 자동차 제조업체에 책임을 추궁할 수 있는 권리를 최종 규정에 넣었다. 마지막으로 자동차 업체들의 적극적인 이익 표출로 인해 정책 수립이 지연되기도 하고 소비자들에게 이익이 되는 정책을 촉진시키기도 하였다. 따라서 중국의 자동차소비자 보호 정책 수립과정을 통해 본 중국의 국가-사회관계는 단순히 국가조합주의로 환원시키기에는 한계가 있고, 사회조합주의와 같은 상향식 이익 표출과 정책수정 활동 역시 중요하다는 것을 알 수 있다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,네팔(Nepal)의 전기자동차법 제정 방안에 관한 연구 - 주요국의 입법 경험 검토를 통한  방향 제시를 중심으로- = A Study on the Establishment of Electric Vehicle Law in Nepal - Presenting Directions through Reviewing Legislative Experiences in Major Countries -,"네팔,전기차,친환경 차량 및 교통 정책,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률,기업의 사회적 책임,Nepal,Electric Vehicles,Eco-Friendly Vehicles and Transportation Policies,Act on Promoting the Development and Distribution of Eco-friendly Vehicles,Corporate Social Responsibility","네팔 정부는 유동차량의 증가로 인한 대기오염 대책의 일환으로 친환경 차량 및 교통정책을 수립?시행하고 있으며 전기차(Electric Vehicle; EV)의 보급촉진은 이러한 정책에 부합하는 목표를 설정하고 있다. 특히 2014년‘친환경 차량 및 교통 정책’을 수립하고 화석연료로 인한 환경오염을 줄이고 친환경 정책을 도입하고자 하였으며, 네팔의 국가 3개년 계획에서도 친환경 정책에 대한 국가적인 지원과 EV를 비롯한 친환경 교통수단에 대한 구현을 하고자 하였다. 하지만 네팔 정부의 노력에도 불구하고, EV 원료 공급과 충전시설을 비롯한 인프라 부족의 문제를 비롯한 영역의 법제가 미비하다. 본 연구에서는 한국의 「환경친화적 자동차의 개발 및 보급 촉진에 관한 법률」, 「지속가능교통물류발전법」,「전기자동차 보급 및 충전인프라 구축사업에 대한 지침」,「전기자동차 보급 및 충전인프라 구축사업 설치?운영 지침」의 분석을 통해 네팔 입법에의 시사점을 도출하였다. 그 외 유럽 각 국가의 입법과 등록세, 부가가치세, 자동차세, 연간도로세 면제, 공공 충전기 설치 및 구매촉진에 관한 법제도 네팔의 입법에 참고해야할 것으로 나타났다. 네팔도 전기차와 관련한 입법을 고려할 때 통합하는 단일법의 제정이 필요하다. EV 촉진을 위한 보조수단으로 노르웨이와 같은 전기차 선진국의 사례를 참조하여 볼 때, 버스전용차로의 이용을 포함한 공공도로에서의 우선권 및 주차요금 할인을 비롯한 공공요금 감면 및 세금감면제도가 논의되어야 할 필요성이 있다. 그리고 네팔의 경우 신규 민간 기업의 자동차등록법 상 규제시 나타날 문제를 사전에 방지하는 입법이 있어야 함을 알 수 있었다. 결론적으로 네팔은 전기자동차의 세제 혜택을 안정적으로 유지하는 법적 근거, 민간 기업의 EV시장 참여 확대가 필요하다. 네팔은 이륜차로서 EV에 대한 수요가 상당하지만, 신규 민간기업에 대한 규제로 사업이 부진하거나 중단되는데 이르고 있다. 또한 전력 공급이 안정적이지 못한 점과 불안전한 정치체제로 인하여 기업의 투자는 미온적이다. 사회적 책임을 다 하는 기업을 네팔에 육성함과 동시에 EV 관련 다국적 기업의 유치?설립을 지원하는 법령이 마련되어야 한다. EV관련 입법을 통해 환경에 대한 기업의 사회적 책임에 대한 법제화를 통해 UN기후변화 협약의 취지를 이행하는 법제정도 기대해 볼 만한다. 좀 더 나아가 네팔은 수력 발전소가 많이 설치된 포카라시와 같은 지역에서는 전기공급이 원활하며 중앙입법과 함께 시 조례 제정을 통해 EV 점유율 증대를 기대해 볼 만하다. 포카라시와 같은 지역은 다국적 기업의 활성화를 도모하는 특별지원법을 재정하거나, 네팔 환경보호법에 의한 기후변화대책을 실행하기 위한 기금을 통해 기업과의 협업을 이끌어 내는 방안도 생각해 볼 수 있다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,FDI 결정요인에 관한 연구: 중동부유럽 자동차 산업 사례를 중심으로 = A Study on FDI Determinants: Focus on Central and Eastern Europe Automobile Industry,"Attraction of Foreign Investment,FDI Determinants,Central-Eastern Europe,Automobile Industry,Regional Specificity,외국인투자유치,FDI 결정요인,중동부 유럽,자동차산업,지역적 특수성","본 연구는 FDI 결정요인 연구를 위한 결정요인 설정에 있어서 지역적 특수성의 중요성을 강조하기 위해 이루어진 연구이다. FDI 결정요인에 관한 기존연구가 다양하게 이루어졌음에도 불구하고 지역적 특수성에 대한 연구가 별도로 이루어지지 않은 상태로 FDI 결정요인에 대한 설정이 이루어지고 있었다. 이러한 경우 기존연구 검토를 통한 FDI 결정요인의 설정이 이루어지더라도 한계를 보일 수 밖에 없어 중동부유럽 자동차 산업 사례를 중심으로 FDI 결정요인을 새롭게 구성하여 보았다. 우선 유럽과 중동부유럽 자동차산업의 특수성에 대해 우선 검토하게 되었다. 유럽의 특수성은 경제통합으로 인한 무역장벽이 사라져서 산업재배치 현상이 지속적으로 이루어진다는 점이다. 그리고 이를 감안한 중동부유럽 자동차산업의 특수성은 FDI로 산업이 형성되었다는 것과 수출 중심의 자동차 생산, 비용절감을 위한 생산기지 이전이라는 점이다. 이러한 특수성을 중심으로 기존 FDI 결정이론을 바탕으로 불필요하거나 다른 부분에 대한 결정요인을 배제하고 결정요인을 정리하였다. 이처럼 지역연구를 통해 지역의 특수성을 우선적으로 연구하는 것이 중요하다고 판단된다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,가산자료 모형을 활용한 서울시 주말 자동차 통행 특성 분석 = An Analysis of Automobile Travel Behavior on Weekends in Seoul  through Count Data Modeling,"Weekend trip,automobile trip generation,Poisson distribution modeling,Seoul,주말통행,자동차 통행발생량,포아송 분포 모형,서울","주말통행 중요성이 점차 확대되고 있음에도 불구하고 아직 그 특성을 파악하기 위한 연구는 부족한 실정이다. 더불어 장래 주말통행량을 예측하고자 하는 노력은 거의 전무하다. 본 연구는 서울을 대상으로 주말통행의 특성을 밝히고 동시에 장래 주말통행량을 예측하기 위한 모형을 자동차 통행 발생량을 중심으로 개발한다. 포아송 분포 모형을 사용하여 분석한 결과, 인구밀도와 자동차밀도가 주말의 자동차 통행발생량을 증가시키는 것으로 나타난다. 인구밀도와 가구밀도는 서로 정반대의 효과를 주는 것으로 드러났는데, 이를 통해 가구크기와 가구의 경제수준이 자동차 통행에 미치는 영향을 유추할 수 있었다. 건조환경변수에서는 가구밀도, 지하철밀도(행정동 반경 1km), 버스정류장밀도(행정동 반경 500m), 교차로 밀도(행정동 반경 1km)가 유의한 것으로 나타났으며, 해당 변수의 값이 상승할수록 자동차 통행발생량은 감소하는 경향을 보였다. 모형의 예측 정확도 검증 결과 영과잉 음이항 모형의 오차율은 2.47%로 높은 정확도를 가진다고 평가할 수 있다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
